id,Nome do Filme,Ano de Lancamento,Decada do Filme,Duracao,Lancamento,Classificao do Filme,Publico Alvo,Diretor,Estrela,Genero,Tematica,Pais de Origem,Produtora,Idioma,Indicado a Premiações de Cinema,Nota
tt0827517,Reprise,2006,2000,1h 45m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Noruega,Outros,Norueguês,16,7.3
tt0489244,Night of the Living Dead 3D,2006,2000,1h 20m,Cinema,+16,Jovens,Outros,Sid Haig,Terror Zumbi,Terror,Estados Unidos,Outros,Inglês,0,3.1
tt0499238,Milarepa,2006,2000,1h 30m,Cinema,+10,Família,Outros,Outros,Superhero,Ação,Outros,Outros,Tibetan,0,7.0
tt0835787,Woman on the Beach,2006,2000,2h 7m,Cinema,+16,Jovens,Outros,Outros,Comédia,Drama,Coreia do Sul,Outros,Coreano,7,6.8
tt0407304,War of the Worlds,2005,2000,1h 57m,Cinema,+12,Família,Steven Spielberg,Tom Cruise,Épico de Ação,Épico de Aventura,Estados Unidos,Paramount Pictures,Inglês,52,6.5
tt0395584,The Devil's Rejects,2005,2000,1h 47m,Cinema,+16,Jovens,Rob Zombie,Sid Haig,Splatter Horror,Crime,Alemanha,Lionsgate,Inglês,8,6.7
tt0350261,An Unfinished Life,2005,2000,1h 48m,Cinema,+12,Família,Lasse Hallstrm,Jennifer Lopez,Drama,Família,Alemanha,Miramax,Inglês,0,7.0
tt0369994,Strangers with Candy,2005,2000,1h 37m,Cinema,+16,Jovens,Outros,Outros,Comédia Sombria,Paródia,Estados Unidos,Outros,Inglês,0,5.9
tt0404802,The Notorious Bettie Page,2005,2000,1h 31m,Cinema,+16,Jovens,Outros,Gretchen Mol,Drama de Show Business,Biografia,Estados Unidos,HBO Films,Inglês,0,6.5
tt0450450,The Italian,2005,2000,1h 30m,Cinema,+12,Família,Outros,Outros,Drama,Indefinido,Russia,Outros,Russo,9,7.5
tt0348505,Asylum,2005,2000,1h 39m,Cinema,+16,Jovens,David Mackenzie,Natasha Richardson,Dark Romance,Drama,Irlanda,Seven Arts Productions,Inglês,2,6.1
tt0446747,Mutual Appreciation,2005,2000,1h 49m,Cinema,+16,Jovens,Outros,Outros,Comédia,Indefinido,Estados Unidos,Houston King Productions,Inglês,3,6.7
tt0443446,Don't Tell,2005,2000,2h,Cinema,+16,Jovens,Outros,Outros,Drama,Mistério,Itália,Cattleya,Italian,22,6.4
tt2784678,Top Five,2014,2010,1h 42m,Cinema,+16,Jovens,Outros,Chris Rock,Comédia Romântica,Comédia,Estados Unidos,IAC Films,Inglês,21,6.4
tt2582802,Whiplash,2014,2010,1h 46m,Cinema,+16,Jovens,Outros,Miles Teller,Drama Psicológico,Drama,Estados Unidos,Bold Films,Inglês,144,8.5
tt2870708,Wish I Was Here,2014,2010,1h 46m,Cinema,+16,Jovens,Outros,Zach Braff,Comédia,Drama,Estados Unidos,Worldview Entertainment,Inglês,0,6.6
tt3612616,Mommy,2014,2010,2h 19m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Canadá,Outros,Francês,65,8.0
tt3399024,Samba,2014,2010,1h 58m,Cinema,+16,Jovens,Outros,Charlotte Gainsbourg,Comédia,Drama,França,Gaumont,Francês,0,6.7
tt2832470,Dead Snow 2: Red vs. Dead,2014,2010,1h 40m,Cinema,+16,Jovens,Outros,Outros,Terror Corporal (Body Horror),Terror Zumbi,Noruega,The Fyzz,Norueguês,9,6.8
tt1997621,NightLights,2014,2010,1h 37m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Estados Unidos,Outros,Inglês,0,8.0
tt0205000,Deuce Bigalow: Male Gigolo,1999,1990,1h 28m,Cinema,+16,Jovens,Mike Mitchell,Rob Schneider,Comédia Vulgar,Comédia,Estados Unidos,Touchstone Pictures,Inglês,0,5.7
tt0174856,The Hurricane,1999,1990,2h 26m,Cinema,+16,Jovens,Norman Jewison,Denzel Washington,Docudrama,Drama Político,Estados Unidos,Beacon Communications,Inglês,19,7.6
tt0218043,Beyond the Mat,1999,1990,1h 42m,Cinema,+16,Jovens,Outros,Outros,Biografia,Documentário,Estados Unidos,Imagine Entertainment,Inglês,2,7.6
tt0201840,The Cup,1999,1990,1h 33m,Cinema,Livre,Família,Outros,Outros,Comédia,Esporte,Austrália,Palm Pictures,Hindi,3,6.9
tt0213121,New Waterford Girl,1999,1990,1h 37m,Televisao,+10,Família,Allan Moyle,Outros,Comédia,Indefinido,Canadá,Outros,Inglês,10,6.8
tt0196596,Grizzly Falls,1999,1990,1h 34m,Cinema,+10,Família,Stewart Raffill,Bryan Brown,Aventura,Drama,Reino Unido,Canadian Film or Video Production Tax Credit CPTC,Inglês,0,5.8
tt0133952,The Siege,1998,1990,1h 56m,Cinema,+16,Jovens,Edward Zwick,Denzel Washington,Thriller Político,Ação,Estados Unidos,Twentieth Century Fox,Inglês,4,6.4
tt0119905,The Players Club,1998,1990,1h 44m,Cinema,+16,Jovens,Outros,Outros,Comédia,Drama,Estados Unidos,New Line Cinema,Inglês,0,5.8
tt0128442,Rounders,1998,1990,2h 1m,Cinema,+16,Jovens,John Dahl,Matt Damon,Crime,Drama,Estados Unidos,Miramax,Inglês,0,7.3
tt0122143,The Last Broadcast,1998,1990,1h 26m,Televisao,+14,Jovens,Outros,Outros,Terror Found Footage,Terror,Estados Unidos,Outros,Inglês,0,5.2
tt0138703,Phantasm IV: Oblivion,1998,1990,1h 30m,Cinema,+16,Jovens,Don Coscarelli,Outros,Comédia Sombria,Fantasia,Estados Unidos,Outros,Inglês,0,5.5
tt0091374,Lady Jane,1986,1980,2h 16m,Cinema,+12,Família,Outros,Helena Bonham Carter,Period Drama,Biografia,Reino Unido,Paramount Pictures,Inglês,0,7.1
tt0090578,Abducted,1986,1980,1h 30m,Cinema,+10,Família,Outros,Outros,Drama,Thriller,Canadá,Outros,Inglês,0,5.1
tt0090675,The Aurora Encounter,1986,1980,1h 30m,Cinema,+10,Família,Outros,Outros,Comédia,Drama,Estados Unidos,Outros,Inglês,0,4.4
tt1869716,The East,2013,2010,1h 56m,Cinema,+12,Família,Outros,Brit Marling,Drama Psicológico,Espionagem,Reino Unido,Dune Entertainment,Inglês,7,6.8
tt2243389,I'm So Excited!,2013,2010,1h 30m,Cinema,+16,Jovens,Pedro Almodvar,Outros,Comédia,Musical,Espanha,El Deseo,Espanhol,10,5.6
tt2361846,Cheatin',2013,2010,1h 16m,Televisao,+18,Adultos,Outros,Outros,Animação Adulta,Animação,Estados Unidos,Outros,,8,7.0
tt1196948,Charlie Countryman,2013,2010,1h 43m,Cinema,+16,Jovens,Outros,Shia LaBeouf,Comédia,Drama,Estados Unidos,Bona Fide Productions,Inglês,0,6.3
tt1684233,Welcome to the Punch,2013,2010,1h 39m,Cinema,+16,Jovens,Outros,James McAvoy,Ação,Crime,Reino Unido,Worldview Entertainment,Inglês,0,6.1
tt5198890,Eileen,2023,2020,1h 37m,Cinema,+16,Jovens,Outros,Thomasin McKenzie,Period Drama,Outros,Estados Unidos,Fifth Season,Inglês,8,5.9
tt21156390,The Starling Girl,2023,2020,1h 57m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Estados Unidos,02:00,Inglês,4,6.7
tt7575046,Riddle of Fire,2023,2020,1h 55m,Cinema,+12,Família,Outros,Outros,Ação,Aventura,Estados Unidos,Outros,Inglês,9,6.6
tt1142800,Madea Goes to Jail,2009,2000,1h 43m,Cinema,+12,Família,Tyler Perry,Tyler Perry,Comédia,Crime,Estados Unidos,The Tyler Perry Company,Inglês,4,4.6
tt1022603,500 Days of Summer,2009,2000,1h 35m,Cinema,+12,Família,Outros,Zooey Deschanel,Comédia Excêntrica,Comédia Romântica,Estados Unidos,Searchlight Pictures,Inglês,58,7.7
tt0821642,The Soloist,2009,2000,1h 57m,Cinema,+12,Família,Joe Wright,Jamie Foxx,Biografia,Drama,Reino Unido,Dreamworks Pictures,Inglês,3,6.7
tt1131729,The Boat That Rocked,2009,2000,1h 57m,Cinema,+16,Jovens,Outros,Philip Seymour Hoffman,Comédia,Drama,Reino Unido,Universal Pictures,Inglês,9,7.3
tt0790712,The Messenger,2009,2000,1h 53m,Cinema,+16,Jovens,Outros,Ben Foster,Comédia Sombria,Drama,Estados Unidos,Omnilab Media,Inglês,49,7.1
tt1187041,The Answer Man,2009,2000,1h 35m,Cinema,+16,Jovens,Outros,Jeff Daniels,Comédia,Romance,Estados Unidos,120dB Films,Inglês,0,6.4
tt1034090,All's Faire in Love,2009,2000,1h 44m,Cinema,+12,Família,Outros,Christina Ricci,Comédia,Indefinido,Estados Unidos,Patriot Pictures,Inglês,0,4.8
tt1217616,Endgame,2009,2000,1h 49m,Cinema,+12,Família,Outros,William Hurt,Drama,História,Reino Unido,Film Afrika Worldwide,Inglês,1,6.2
tt1020885,Vampire Killers,2009,2000,1h 26m,Cinema,+16,Jovens,Outros,Paul McGann,Sátira,Ação,Reino Unido,Outros,Inglês,0,5.1
tt0083242,Two Queens and One Consort,1981,1980,1h 42m,Televisao,+18,Adultos,Outros,Jan Decleir,Drama,Indefinido,Netherlands,Outros,Holandês,0,5.6
tt0082527,X-Ray,1981,1980,1h 29m,Cinema,+16,Jovens,Boaz Davidson,Outros,Terror Slasher,Terror,Estados Unidos,The Cannon Group,Inglês,0,5.0
tt0082747,Honey,1981,1980,1h 29m,Cinema,+16,Jovens,Outros,Fernando Rey,Drama,Indefinido,Itália,Outros,Italian,0,5.0
tt1638355,The Man from U.N.C.L.E.,2015,2010,1h 56m,Cinema,+12,Família,Guy Ritchie,Henry Cavill,Aventura Global,Paródia,Reino Unido,Warner Bros,Inglês,7,7.2
tt2918436,The Lazarus Effect,2015,2010,1h 23m,Cinema,+12,Família,Outros,Olivia Wilde,Terror Slasher,Terror Sobrenatural,Estados Unidos,Lionsgate,Inglês,0,5.2
tt4535650,Dilwale,2015,2010,2h 38m,Televisao,+14,Jovens,Outros,Outros,Ação,Comédia,Índia,Outros,Hindi,12,5.1
tt1524575,The Vatican Tapes,2015,2010,1h 31m,Cinema,+12,Família,Outros,Michael Pea,Terror Sobrenatural,Terror,Estados Unidos,Lionsgate,Inglês,0,4.7
tt3481000,Chocolate City,2015,2010,1h 31m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Estados Unidos,Patriot Pictures,Inglês,0,3.9
tt3884528,Batkid Begins: The Wish Heard Around the World,2015,2010,1h 27m,Cinema,+10,Família,Outros,Outros,Biografia,Documentário,Estados Unidos,Outros,Inglês,2,7.1
tt10832274,Swan Song,2021,2020,1h 45m,Cinema,+16,Jovens,Outros,Udo Kier,Biografia,Comédia,Estados Unidos,Outros,Inglês,16,7.0
tt4590256,He's All That,2021,2020,1h 28m,Televisao,+14,Jovens,Mark Waters,Outros,Comédia Romântica,Comédia Adolescente,Estados Unidos,Miramax,Inglês,0,4.4
tt7737640,Breaking News in Yuba County,2021,2020,1h 36m,Cinema,+16,Jovens,Tate Taylor,Allison Janney,Comédia Sombria,Comédia,Reino Unido,AGC Studios,Inglês,0,5.8
tt3470600,Sing,2016,2010,1h 48m,Cinema,+10,Família,Outros,Matthew McConaughey,Animal Adventure,Animação Computadorizada,Japão,Universal Pictures,Inglês,25,7.1
tt3393786,Jack Reacher: Never Go Back,2016,2010,1h 58m,Cinema,+12,Família,Edward Zwick,Tom Cruise,Thriller de Conspiração,Ação de Exército de Um Só,Estados Unidos,Paramount Pictures,Inglês,0,6.2
tt4649416,Almost Christmas,2016,2010,1h 51m,Cinema,+12,Família,Outros,Kimberly Elise,Comédia de Feriado,Romance de Feriado,Estados Unidos,Universal Pictures,Inglês,0,6.2
tt3062096,Inferno,2016,2010,2h 1m,Cinema,+12,Família,Ron Howard,Tom Hanks,Ação,Aventura,Estados Unidos,Columbia Pictures,Inglês,0,6.2
tt4824308,God's Not Dead 2,2016,2010,2h,Cinema,+10,Família,Harold Cronk,Jesse Metcalfe,Legal Drama,Drama,Estados Unidos,10 West Studios,Inglês,3,4.3
tt4981636,Middle School: The Worst Years of My Life,2016,2010,1h 32m,Cinema,+10,Família,Steve Carr,Lauren Graham,Comédia,Família,Estados Unidos,CBS Films,Inglês,0,6.1
tt1800302,Gold,2016,2010,2h,Cinema,+16,Jovens,Outros,Matthew McConaughey,Jungle Adventure,Crime Verdadeiro,Estados Unidos,Black Bear,Inglês,5,6.7
tt4158096,Free Fire,2016,2010,1h 31m,Cinema,+16,Jovens,Ben Wheatley,Sharlto Copley,Comédia Sombria,Ação,Reino Unido,British Film Institute BFI,Inglês,9,6.3
tt4698584,Neruda,2016,2010,1h 47m,Cinema,+16,Jovens,Pablo Larran,Gael Garca Bernal,Crime Verdadeiro,Biografia,Chile,Fabula,Espanhol,36,6.8
tt5910280,Tunnel,2016,2010,2h 6m,Televisao,+14,Jovens,Outros,Outros,Drama,Thriller,Coreia do Sul,Outros,Coreano,17,6.8
tt4947738,Spirit of the Game,2016,2010,1h 38m,Cinema,+10,Família,Outros,Outros,Biografia,Indefinido,Austrália,Outros,Inglês,0,5.2
tt4273292,Under the Shadow,2016,2010,1h 24m,Cinema,+12,Família,Outros,Outros,Drama Psicológico,Terror Psicológico,Reino Unido,Outros,Persian,23,6.8
tt5191938,Sidemen: Long Road to Glory,2016,2010,1h 17m,Cinema,+10,Família,Outros,Outros,Biografia,Documentário,Estados Unidos,Outros,Inglês,3,7.3
tt5225338,The Eyes of My Mother,2016,2010,1h 16m,Cinema,+16,Jovens,Outros,Outros,Drama,Terror,Estados Unidos,Outros,Inglês,17,6.2
tt0265343,Monsoon Wedding,2001,2000,1h 54m,Cinema,+16,Jovens,Mira Nair,Outros,Comédia,Drama,Índia,IFC Productions,Hindi,13,7.3
tt0186589,Sugar & Spice,2001,2000,1h 21m,Cinema,+12,Família,Outros,Marley Shelton,Comédia Sombria,Comédia Adolescente,Estados Unidos,New Line Cinema,Inglês,0,5.7
tt0253840,The Triumph of Love,2001,2000,1h 52m,Cinema,+12,Família,Outros,Mira Sorvino,Comédia,Romance,Reino Unido,Recorded Picture Company RPC,Inglês,0,5.8
tt0310149,The Princess Blade,2001,2000,1h 33m,Cinema,+16,Jovens,Outros,Outros,Ação,Ficção Científica,Japão,Gaga,Japonês,0,5.6
tt0273300,Jump Tomorrow,2001,2000,1h 37m,Cinema,+10,Família,Outros,Outros,Comédia Excêntrica,Comédia,Reino Unido,Eureka Pictures,Inglês,6,7.1
tt0090196,Transylvania 6-5000,1985,1980,1h 33m,Cinema,+10,Família,Outros,Jeff Goldblum,Paródia,Terror de Vampiros,Yugoslavia,Balcor Film Investors,Inglês,0,5.0
tt0756288,Blood Debts,1985,1980,1h 26m,Televisao,+14,Jovens,Outros,Outros,Ação,Crime,Philippines,Outros,Inglês,0,4.4
tt0090235,One Woman or Two,1985,1980,1h 37m,Cinema,+12,Família,Outros,Grard Depardieu,Comédia,Romance,França,Hachette Premire,Francês,0,4.9
tt0117104,Mrs. Winterbourne,1996,1990,1h 45m,Cinema,+12,Família,Richard Benjamin,Shirley MacLaine,Comédia,Drama,Estados Unidos,TriStar Pictures,Inglês,0,6.2
tt0116790,Kolya,1996,1990,1h 51m,Cinema,+12,Família,Outros,Outros,Comédia,Drama,Czech Republic,Pandora Cinema,Czech,14,7.7
tt0117924,To Gillian on Her 37th Birthday,1996,1990,1h 33m,Cinema,+12,Família,Michael Pressman,Peter Gallagher,Drama,Fantasia,Estados Unidos,Rastar Pictures,Inglês,0,5.8
tt0116930,Love Serenade,1996,1990,1h 41m,Cinema,+16,Jovens,Outros,Miranda Otto,Comédia Sombria,Comédia,Austrália,Australian Film Finance Corporation AFFC,Inglês,3,6.7
tt0117550,Santa with Muscles,1996,1990,1h 37m,Cinema,+10,Família,Outros,Hulk Hogan,Comédia,Indefinido,Estados Unidos,Cabin Fever Entertainment,Inglês,0,2.6
tt0116516,"Henry: Portrait of a Serial Killer, Part 2",1996,1990,1h 24m,Cinema,+16,Jovens,Outros,Outros,Serial Killer,Crime,Estados Unidos,Outros,Inglês,0,5.0
tt0119960,The Proposition,1996,1990,1h 39m,Cinema,+16,Jovens,Outros,Theresa Russell,Costume Drama,Aventura,Reino Unido,Outros,Inglês,0,4.8
tt0443274,Vantage Point,2008,2000,1h 30m,Cinema,+12,Família,Outros,Dennis Quaid,Thriller Político,Ação,Estados Unidos,Columbia Pictures,Inglês,2,6.6
tt0918927,Doubt,2008,2000,1h 44m,Cinema,+12,Família,Outros,Meryl Streep,Legal Drama,Drama Psicológico,Estados Unidos,Scott Rudin Productions,Inglês,102,7.5
tt1042877,Cadillac Records,2008,2000,1h 49m,Cinema,+16,Jovens,Outros,Adrien Brody,Biografia,Drama,Estados Unidos,Outros,Inglês,22,7.0
tt0914797,Bottle Shock,2008,2000,1h 50m,Cinema,+12,Família,Randall Miller,Chris Pine,Comédia,Drama,Estados Unidos,Unclaimed Freight Productions,Inglês,0,6.8
tt1012804,Redbelt,2008,2000,1h 39m,Cinema,+16,Jovens,David Mamet,Chiwetel Ejiofor,Drama,Esporte,Estados Unidos,Sony Pictures Classics,Inglês,0,6.7
tt1130988,JCVD,2008,2000,1h 37m,Cinema,+16,Jovens,Outros,JeanClaude Van Damme,Comédia Sombria,Comédia,Belgium,Gaumont,Francês,0,7.0
tt1128071,Free Style,2008,2000,1h 34m,Cinema,+10,Família,William Dear,Outros,Drama,Indefinido,Canadá,Outros,Inglês,0,3.9
tt1087527,Trucker,2008,2000,1h 30m,Cinema,+16,Jovens,Outros,Michelle Monaghan,Drama,Indefinido,Estados Unidos,Plum Pictures,Inglês,0,6.5
tt0436364,Good,2008,2000,1h 32m,Cinema,+16,Jovens,Outros,Viggo Mortensen,Drama,Romance,Reino Unido,Outros,Inglês,0,6.2
tt0242653,The Matrix Revolutions,2003,2000,2h 9m,Cinema,+16,Jovens,Lana Wachowski,Keanu Reeves,Cyberpunk,Gun Fu,Estados Unidos,Warner Bros,Inglês,36,6.7
tt0309593,Final Destination 2,2003,2000,1h 30m,Cinema,+16,Jovens,David R Ellis,Ali Larter,Splatter Horror,Terror Sobrenatural,Estados Unidos,New Line Cinema,Inglês,0,6.2
tt0286788,What a Girl Wants,2003,2000,1h 45m,Cinema,+10,Família,Outros,Amanda Bynes,Comédia Romântica,Comédia Adolescente,Estados Unidos,Warner Bros,Inglês,0,5.8
tt0318850,The Young Black Stallion,2003,2000,50m,Cinema,Livre,Família,Simon Wincer,Outros,Aventura no Deserto,Aventura,Estados Unidos,Walt Disney Pictures,Inglês,0,5.4
tt0371583,Bonhoeffer,2003,2000,1h 33m,Televisao,+14,Jovens,Outros,Klaus Maria Brandauer,Biografia,Documentário,Estados Unidos,Outros,Inglês,0,7.2
tt0380275,Concert for George,2003,2000,2h 20m,Cinema,+12,Família,David Leland,Outros,Documentário,Música,Reino Unido,RadicalMedia,Inglês,0,8.6
tt0337728,A Tale of Two Pizzas,2003,2000,1h 22m,Cinema,+10,Família,Outros,Outros,Comédia,Romance,Estados Unidos,Outros,Inglês,0,5.4
tt0117350,Plump Fiction,1997,1990,1h 22m,Cinema,+16,Jovens,Outros,Tommy Davidson,Paródia,Comédia,Estados Unidos,Outros,Inglês,0,2.7
tt0118783,A Brother's Kiss,1997,1990,1h 32m,Cinema,+16,Jovens,Outros,Outros,Drama,Indefinido,Estados Unidos,Overseas FilmGroup,Inglês,0,6.0
tt0119547,Little Boy Blue,1997,1990,1h 45m,Cinema,+16,Jovens,Outros,Ryan Phillippe,Drama,Indefinido,Estados Unidos,Outros,Inglês,0,6.2
tt0118996,Dobermann,1997,1990,1h 43m,Cinema,+16,Jovens,Outros,Vincent Cassel,Comédia Sombria,Ação,França,Canal,Francês,0,6.5
tt0119365,Incognito,1997,1990,1h 48m,Cinema,+16,Jovens,John Badham,Jason Patric,Crime,Romance,Estados Unidos,Morgan Creek Entertainment,Inglês,0,6.4
tt0107798,The Pelican Brief,1993,1990,2h 21m,Cinema,+12,Família,Alan J Pakula,Julia Roberts,Thriller de Conspiração,Comédia Sombria,Estados Unidos,Warner Bros,Inglês,2,6.6
tt0108334,Three of Hearts,1993,1990,1h 42m,Cinema,+16,Jovens,Outros,William Baldwin,Comédia,Romance,Estados Unidos,New Line Cinema,Inglês,0,5.5
tt0106278,Angel Eyes,1993,1990,1h 24m,Cinema,+16,Jovens,Gary Graver,Erik Estrada,Thriller Erótico,Crime,Estados Unidos,American Independent Productions,Inglês,0,4.4
tt0106913,Fire on the Amazon,1993,1990,1h 27m,Cinema,+16,Jovens,Luis Llosa,Craig Sheffer,Ação,Aventura,Estados Unidos,ConcordeNew Horizons,Inglês,0,3.5
tt0106544,Supercop 2,1993,1990,1h 44m,Cinema,+16,Jovens,Stanley Tong,Michelle Yeoh,Comédia Sombria,Comédia Pastelão,Hong Kong,Golden Harvest Company,Cantonês,0,6.1
tt0109551,The Dark,1993,1990,1h 27m,Cinema,+16,Jovens,Outros,Stephen McHattie,Terror,Ficção Científica,Canadá,Ontario Film Development Corporation,Inglês,0,4.7
tt6911608,Mamma Mia! Here We Go Again,2018,2010,1h 54m,Cinema,+12,Família,Outros,Lily James,Musical Jukebox,Musical Pop,Reino Unido,Universal Pictures,Inglês,13,6.6
tt2557478,Pacific Rim: Uprising,2018,2010,1h 51m,Cinema,+12,Família,Outros,John Boyega,Kaiju (Monstro Gigante),Ação,Reino Unido,Legendary Entertainment,Inglês,0,5.6
tt5052474,Sicario: Day of the Soldado,2018,2010,2h 2m,Cinema,+16,Jovens,Outros,Benicio Del Toro,Crime de Drogas,Ação,Estados Unidos,Columbia Pictures,Inglês,8,7.1
tt7690670,SuperFly,2018,2010,1h 56m,Cinema,+16,Jovens,Outros,Outros,Ação,Crime,Estados Unidos,Columbia Pictures,Inglês,0,5.3
tt4103724,Forever My Girl,2018,2010,1h 48m,Cinema,+10,Família,Outros,Jessica Rothe,Comédia,Drama,Estados Unidos,LD Entertainment,Inglês,0,6.6
tt5613484,Mid90s,2018,2010,1h 25m,Cinema,+16,Jovens,Outros,Katherine Waterston,Amadurecimento,Comédia,Estados Unidos,A24,Inglês,10,7.4
tt7690638,Soorma,2018,2010,2h 11m,Cinema,+12,Família,Outros,Outros,Biografia,Drama,Índia,Outros,Hindi,3,7.3
tt5314450,Burden,2018,2010,1h 57m,Cinema,+16,Jovens,Outros,Garrett Hedlund,Biografia,Drama,Estados Unidos,Outros,Inglês,2,6.7
tt0120903,X-Men,2000,2000,1h 44m,Cinema,+12,Família,Bryan Singer,Patrick Stewart,Superhero,Ação,Estados Unidos,Twentieth Century Fox,Inglês,26,7.3
tt0203019,Men of Honor,2000,2000,2h 9m,Cinema,+16,Jovens,George Tillman Jr,Cuba Gooding Jr,Biografia,Drama,Estados Unidos,Fox 2000 Pictures,Inglês,0,7.2
tt0144964,Highlander: Endgame,2000,2000,1h 27m,Cinema,+16,Jovens,Outros,Christopher Lambert,Fantasia Sombria,Capa e Espada,Estados Unidos,DavisPanzer Productions,Inglês,0,4.6
tt0176783,Gossip,2000,2000,1h 30m,Cinema,+16,Jovens,Davis Guggenheim,James Marsden,Thriller Psicológico,Suspense / Mistério,Estados Unidos,NPV Entertainment,Inglês,0,5.9
tt0228786,The Crimson Rivers,2000,2000,1h 46m,Cinema,+16,Jovens,Outros,Jean Reno,Crime,Mistério,França,Lgende Films,Francês,6,6.9
tt0109830,Forrest Gump,1994,1990,2h 22m,Cinema,+12,Família,Robert Zemeckis,Tom Hanks,Épico,Drama,Estados Unidos,Paramount Pictures,Inglês,74,8.8
tt0109254,Beverly Hills Cop III,1994,1990,1h 44m,Cinema,+16,Jovens,John Landis,Eddie Murphy,Policiais Parceiros (Buddy Cop),Ação,Estados Unidos,Paramount Pictures,Inglês,0,5.5
tt0110907,Ready to Wear,1994,1990,2h 13m,Cinema,+16,Jovens,Robert Altman,Julia Roberts,Paródia,Sátira,Estados Unidos,Miramax,Inglês,3,5.2
tt0111488,Trial by Jury,1994,1990,1h 47m,Cinema,+16,Jovens,Outros,Joanne Whalley,Thriller Legal,Crime,Estados Unidos,Morgan Creek Entertainment,Inglês,0,5.4
tt0109906,The Glass Shield,1994,1990,1h 49m,Cinema,+12,Família,Outros,Lori Petty,Crime Verdadeiro,Crime,França,CiBy 2000,Inglês,0,6.1
tt0110963,Queen Margot,1994,1990,2h 41m,Cinema,+16,Jovens,Outros,Isabelle Adjani,Costume Drama,Romance Sombrio,França,Renn Productions,Francês,17,7.4
tt0111048,S.F.W.,1994,1990,1h 36m,Cinema,+16,Jovens,Outros,Stephen Dorff,Comédia Sombria,Sátira,Estados Unidos,Polygram Filmed Entertainment,Inglês,0,5.7
tt0109494,Crackerjack,1994,1990,1h 36m,Cinema,+16,Jovens,Outros,Thomas Ian Griffith,Ação,Thriller,Canadá,North American Pictures,Inglês,0,4.6
tt0142239,Dragon Ball Z: Broly - Second Coming,1994,1990,48m,Televisao,+10,Família,Outros,Masako Nozawa,Animação Adulta,Anime,Japão,Bird Studios,Japonês,0,6.5
tt0109893,Getting In,1994,1990,1h 34m,Cinema,+16,Jovens,Doug Liman,Kristy Swanson,Comédia Sombria,Sátira,Estados Unidos,Outros,Inglês,0,5.2
tt0103859,Boomerang,1992,1990,1h 57m,Cinema,+16,Jovens,Reginald Hudlin,Eddie Murphy,Comédia Romântica,Comédia,Estados Unidos,Paramount Pictures,Inglês,8,5.6
tt0104006,Consenting Adults,1992,1990,1h 39m,Cinema,+16,Jovens,Alan J Pakula,Kevin Kline,Crime,Drama,Estados Unidos,Hollywood Pictures,Inglês,0,5.7
tt0105706,Used People,1992,1990,1h 55m,Cinema,+12,Família,Outros,Shirley MacLaine,Comédia Sombria,Comédia Excêntrica,Japão,JVC Entertainment Networks,Inglês,0,6.1
tt0101371,Article 99,1992,1990,1h 40m,Cinema,+16,Jovens,Howard Deutch,Ray Liotta,Drama Médico,Comédia,Estados Unidos,Orion Pictures,Inglês,0,6.1
tt0105017,Noises Off...,1992,1990,1h 41m,Cinema,+12,Família,Peter Bogdanovich,Michael Caine,Comédia,Indefinido,Estados Unidos,Touchstone Pictures,Inglês,0,7.4
tt0104892,Mistress,1992,1990,1h 50m,Cinema,+16,Jovens,Outros,Martin Landau,Comédia Sombria,Sátira,Estados Unidos,Tribeca Productions,Inglês,0,5.4
tt0102032,High Strung,1992,1990,1h 33m,Cinema,+10,Família,Outros,Denise Crosby,Comédia Sombria,Comédia,Estados Unidos,Rocket Pictures,Inglês,0,6.6
tt0106323,Auntie Lee's Meat Pies,1992,1990,1h 40m,Cinema,+16,Jovens,Outros,Karen Black,Paródia,Terror Slasher,Estados Unidos,Outros,Inglês,0,5.0
tt0105147,Play Nice,1992,1990,1h 30m,Cinema,+16,Jovens,Outros,Outros,Terror,Thriller,Estados Unidos,Smart Egg Pictures,Inglês,0,4.0
tt0096438,Who Framed Roger Rabbit,1988,1980,1h 44m,Cinema,+10,Família,Robert Zemeckis,Bob Hoskins,Animação Adulta,Comédia de Amigos,Estados Unidos,Touchstone Pictures,Inglês,22,7.7
tt0094824,Caddyshack II,1988,1980,1h 38m,Cinema,+10,Família,Outros,Dyan Cannon,Comédia Pastelão,Comédia,Estados Unidos,The GuberPeters Company,Inglês,2,3.8
tt0096203,Switching Channels,1988,1980,1h 45m,Cinema,+10,Família,Ted Kotcheff,Kathleen Turner,Sátira,Comédia,Estados Unidos,TriStar Pictures,Inglês,0,5.9
tt0095652,Monkey Shines,1988,1980,1h 53m,Cinema,+16,Jovens,George A Romero,Outros,Drama,Terror,Estados Unidos,Orion Pictures,Inglês,2,6.2
tt0095036,Distant Thunder,1988,1980,1h 54m,Cinema,+16,Jovens,Rick Rosenthal,John Lithgow,Drama,Indefinido,Canadá,Paramount Pictures,Inglês,0,5.7
